account_id,account_type,snapshot_date,employee_count,industry,intent_score,mql_count_90d,trial_started,trial_active_users,web_touchpoints_90d,sales_contacts_90d,converted_within_90d
ACC-00850,Suspect,2026-04-16,130,Healthcare,53.1,2,0,0,2,5,0
ACC-00851,Prospect,2026-04-28,199,Software,,0,0,0,7,0,0
ACC-00853,Prospect,2025-07-01,29,Retail,,0,0,0,5,0,0
ACC-00854,Prospect,2025-08-22,82,Software,60.2,1,0,0,6,0,0
ACC-00855,Suspect,2025-10-10,52,Healthcare,,1,0,0,2,2,0
ACC-00856,Prospect,2026-02-05,26,Healthcare,,0,0,0,7,2,0
ACC-00857,Suspect,2024-12-16,17,Financial Services,24.6,2,0,0,3,2,0
ACC-00858,Suspect,2025-08-02,72,Software,,1,0,0,5,0,0
ACC-00859,Prospect,2025-12-07,293,Retail,21.0,0,0,0,2,2,0
ACC-00860,Prospect,2025-07-20,76,Manufacturing,26.9,2,0,0,0,2,0
ACC-00861,Prospect,2026-06-30,89,Retail,,2,0,0,0,4,0
ACC-00862,Prospect,2025-06-13,593,Professional Services,13.1,1,0,0,7,0,0
ACC-00863,Former Customer,2026-03-30,44,Financial Services,75.0,2,1,0,10,0,0
ACC-00865,Prospect,2026-02-21,11,Software,43.2,1,0,0,2,0,0
ACC-00866,Prospect,2025-08-13,118,Healthcare,19.7,1,1,3,3,0,0
ACC-00867,Former Customer,2025-12-16,167,Financial Services,24.8,3,0,0,6,0,0
ACC-00868,Prospect,2024-12-21,180,Professional Services,,0,0,0,0,3,0
ACC-00869,Suspect,2025-06-30,63,Manufacturing,,7,1,0,0,0,0
ACC-00871,Former Customer,2026-05-21,134,Financial Services,26.0,0,0,0,6,0,0
ACC-00872,Prospect,2025-05-28,25,Financial Services,7.4,3,0,0,10,0,0
ACC-00874,Former Customer,2025-09-09,65,Retail,36.6,1,0,0,2,5,0
ACC-00875,Suspect,2026-06-05,46,Financial Services,27.7,0,0,0,4,0,0
ACC-00877,Prospect,2025-01-17,430,Manufacturing,,2,0,0,7,0,0
ACC-00878,Prospect,2025-04-13,37,Financial Services,41.3,2,0,0,3,0,0
ACC-00879,Prospect,2026-05-05,173,Manufacturing,27.6,4,1,0,5,0,0
ACC-00880,Suspect,2024-12-03,29,Professional Services,46.2,0,0,0,0,2,0
ACC-00881,Former Customer,2025-10-26,89,Software,,3,0,0,3,5,0
ACC-00882,Prospect,2025-03-21,31,Manufacturing,,0,0,0,11,3,0
ACC-00884,Former Customer,2025-07-13,97,Manufacturing,27.5,1,0,0,0,0,0
ACC-00885,Suspect,2026-06-19,17,Professional Services,,2,0,0,6,0,0
ACC-00886,Former Customer,2025-08-16,860,Retail,19.1,1,1,0,1,0,0
ACC-00888,Suspect,2025-12-16,110,Professional Services,,0,0,0,6,0,0
ACC-00890,Suspect,2026-02-13,94,Manufacturing,38.3,2,0,0,5,2,0
ACC-00891,Prospect,2026-05-17,39,Professional Services,,1,1,3,2,0,0
ACC-00892,Suspect,2025-04-27,140,Software,,2,0,0,9,0,0
ACC-00893,Suspect,2025-04-13,310,Manufacturing,12.4,1,0,0,4,6,1
ACC-00894,Suspect,2026-01-30,22,Manufacturing,25.7,0,0,0,1,0,0
ACC-00895,Suspect,2025-05-17,389,Software,41.8,0,0,0,5,2,0
ACC-00896,Former Customer,2026-01-15,39,Software,16.0,0,0,0,0,0,0
ACC-00897,Suspect,2026-03-27,372,Professional Services,,2,1,1,5,1,0
ACC-00899,Prospect,2026-02-05,25,Retail,,1,0,0,0,2,0
ACC-00902,Former Customer,2025-11-14,159,Professional Services,,0,0,0,0,1,0
ACC-00903,Prospect,2025-03-31,744,Professional Services,32.7,1,0,0,3,1,0
ACC-00904,Suspect,2025-11-04,63,Professional Services,,0,0,0,2,6,0
ACC-00905,Former Customer,2025-10-24,15,Healthcare,24.2,0,0,0,0,1,0
ACC-00907,Suspect,2025-03-11,28,Healthcare,8.6,0,0,0,3,4,0
ACC-00909,Suspect,2024-11-21,19,Healthcare,25.1,1,1,3,0,2,0
ACC-00911,Prospect,2025-08-31,26,Manufacturing,27.5,1,0,0,0,3,0
ACC-00912,Prospect,2025-12-29,184,Retail,,0,0,0,9,0,0
ACC-00913,Suspect,2026-01-01,12,Software,18.8,0,1,3,10,2,1
ACC-00914,Former Customer,2025-12-02,22,Retail,9.2,3,0,0,4,4,0
ACC-00916,Prospect,2025-07-12,88,Professional Services,,2,0,0,2,0,0
ACC-00917,Suspect,2025-10-12,23,Financial Services,54.1,2,1,4,0,0,0
ACC-00918,Prospect,2025-05-29,67,Retail,,3,1,1,3,1,0
ACC-00919,Prospect,2026-02-22,40,Financial Services,22.1,0,0,0,8,3,0
ACC-00920,Prospect,2025-07-17,60,Healthcare,,2,0,0,0,1,0
ACC-00921,Suspect,2025-01-09,70,Software,,2,0,0,3,2,0
ACC-00922,Suspect,2026-07-12,121,Financial Services,22.4,1,1,3,1,0,0
ACC-00923,Suspect,2025-07-24,209,Software,,2,0,0,10,4,0
ACC-00924,Prospect,2026-02-08,47,Software,,0,0,0,2,0,0
ACC-00925,Former Customer,2025-07-16,18,Financial Services,22.3,0,0,0,4,0,0
ACC-00926,Suspect,2025-08-26,6,Retail,,0,0,0,0,0,0
ACC-00927,Suspect,2026-05-11,99,Professional Services,9.7,3,0,0,4,1,0
ACC-00928,Prospect,2025-07-13,69,Retail,5.6,1,0,0,2,1,1
ACC-00929,Suspect,2025-10-25,120,Healthcare,24.5,0,0,0,0,1,0
ACC-00930,Former Customer,2025-02-09,89,Retail,38.9,0,0,0,6,0,0
ACC-00931,Prospect,2025-11-24,312,Financial Services,,0,0,0,4,2,0
ACC-00932,Prospect,2026-03-02,883,Retail,,0,0,0,4,1,0
ACC-00933,Prospect,2025-01-25,37,Software,10.8,1,0,0,10,0,0
ACC-00936,Prospect,2025-11-20,149,Healthcare,62.1,1,0,0,2,0,0
ACC-00937,Suspect,2026-06-21,20,Manufacturing,,0,1,8,2,0,0
ACC-00938,Suspect,2025-09-15,44,Financial Services,32.4,1,0,0,0,2,0
ACC-00939,Prospect,2025-06-19,32,Software,,1,0,0,0,2,0
ACC-00942,Suspect,2025-10-24,1088,Manufacturing,,3,0,0,0,6,0
ACC-00943,Former Customer,2025-04-05,83,Software,27.9,0,0,0,9,0,1
ACC-00944,Suspect,2026-06-17,127,Professional Services,50.8,2,0,0,2,1,0
ACC-00945,Suspect,2025-06-10,69,Software,34.3,0,1,6,6,1,0
ACC-00946,Suspect,2025-05-12,11,Manufacturing,18.6,1,1,0,4,0,0
ACC-00947,Prospect,2026-01-29,17,Professional Services,,3,0,0,3,1,0
ACC-00948,Prospect,2026-04-21,155,Healthcare,37.2,0,0,0,0,7,0
ACC-00949,Former Customer,2026-05-09,31,Manufacturing,26.0,2,0,0,4,0,0
ACC-00950,Former Customer,2026-01-19,73,Software,,5,0,0,2,2,0
ACC-00951,Prospect,2026-01-07,71,Healthcare,34.5,0,0,0,5,0,0
ACC-00952,Prospect,2025-11-03,21,Manufacturing,,2,0,0,0,4,0
ACC-00953,Suspect,2026-01-16,47,Professional Services,34.5,0,1,0,4,4,0
ACC-00954,Suspect,2025-12-11,124,Financial Services,22.6,0,0,0,0,0,0
ACC-00955,Prospect,2025-07-22,247,Professional Services,38.3,2,1,3,0,3,0
ACC-00956,Former Customer,2026-06-08,13,Retail,6.3,0,0,0,3,0,0
ACC-00957,Suspect,2026-04-15,13,Financial Services,39.1,0,0,0,1,2,0
ACC-00959,Suspect,2025-04-19,70,Professional Services,,0,0,0,7,5,1
ACC-00961,Suspect,2025-12-19,108,Healthcare,,0,0,0,0,2,0
ACC-00963,Former Customer,2026-03-29,257,Manufacturing,,0,1,3,0,2,0
ACC-00964,Suspect,2025-07-10,32,Healthcare,7.1,0,1,3,1,0,0
ACC-00965,Prospect,2025-02-27,11,Retail,55.9,0,0,0,0,0,0
ACC-00968,Prospect,2025-06-01,7,Financial Services,61.2,1,0,0,12,3,0
ACC-00969,Suspect,2026-05-09,40,Manufacturing,26.8,5,0,0,6,1,0
ACC-00970,Suspect,2026-01-05,23,Financial Services,,3,0,0,6,0,0
ACC-00971,Prospect,2025-05-04,65,Retail,37.8,2,0,0,4,0,0
ACC-00973,Suspect,2025-04-06,16,Software,28.0,2,0,0,1,4,0
ACC-00974,Suspect,2026-04-06,15,Financial Services,14.4,0,0,0,9,1,0
ACC-00975,Prospect,2026-03-08,17,Software,21.6,0,0,0,6,1,1
ACC-00976,Prospect,2026-03-26,65,Manufacturing,4.7,2,1,0,4,3,0
ACC-00977,Suspect,2026-01-13,39,Healthcare,25.9,0,0,0,5,1,0
ACC-00978,Prospect,2025-12-31,93,Financial Services,11.4,0,0,0,0,3,0
ACC-00979,Suspect,2025-10-16,26,Healthcare,36.6,0,0,0,0,1,0
ACC-00981,Suspect,2026-03-26,1512,Financial Services,42.9,2,0,0,0,1,1
ACC-00982,Prospect,2025-03-25,112,Professional Services,19.6,1,0,0,5,1,0
ACC-00983,Prospect,2025-06-10,174,Professional Services,27.6,2,0,0,9,0,0
ACC-00984,Suspect,2026-02-01,52,Manufacturing,53.4,1,0,0,5,5,1
ACC-00985,Prospect,2025-10-11,270,Software,,0,0,0,3,2,0
ACC-00986,Prospect,2026-01-18,66,Software,,2,1,2,3,2,0
ACC-00987,Prospect,2025-10-04,96,Financial Services,,0,1,2,4,1,0
ACC-00988,Suspect,2025-02-13,57,Manufacturing,23.3,1,1,2,0,0,0
ACC-00990,Suspect,2026-02-02,320,Professional Services,15.7,0,1,4,0,0,0
ACC-00991,Suspect,2025-05-14,24,Financial Services,34.3,3,0,0,8,5,0
ACC-00992,Prospect,2026-01-02,53,Healthcare,43.9,0,1,3,0,2,0
ACC-00993,Suspect,2025-02-04,44,Healthcare,48.7,1,0,0,3,2,0
ACC-00994,Prospect,2025-02-17,56,Retail,16.2,0,0,0,8,0,0
ACC-00995,Suspect,2026-01-03,12,Software,57.8,5,0,0,1,1,0
ACC-00996,Prospect,2025-11-17,131,Software,,3,1,0,0,0,0
ACC-00997,Prospect,2025-12-27,152,Manufacturing,31.0,1,0,0,3,0,0
ACC-00998,Prospect,2025-08-17,11,Healthcare,5.7,3,0,0,0,2,1
ACC-00999,Prospect,2026-04-06,63,Retail,,0,0,0,4,0,0
ACC-01000,Prospect,2025-10-14,32,Software,,0,0,0,0,2,0
ACC-01001,Suspect,2025-04-18,159,Retail,,1,0,0,2,4,0
ACC-01002,Suspect,2026-02-06,96,Financial Services,39.3,0,1,2,0,3,0
ACC-01003,Former Customer,2026-04-18,43,Financial Services,12.5,0,0,0,1,0,0
ACC-01004,Prospect,2025-10-10,168,Financial Services,16.6,0,0,0,6,3,0
ACC-01005,Suspect,2025-09-27,139,Professional Services,34.3,0,0,0,9,0,1
ACC-01006,Suspect,2025-11-16,72,Software,14.5,2,0,0,0,3,0
ACC-01007,Suspect,2026-01-03,72,Software,,0,1,0,3,5,0
ACC-01009,Prospect,2025-03-05,50,Manufacturing,32.4,3,0,0,4,1,0
ACC-01010,Prospect,2026-03-03,65,Healthcare,,0,0,0,11,0,0
ACC-01011,Prospect,2025-01-20,113,Retail,49.4,0,0,0,0,1,1
ACC-01012,Prospect,2026-03-02,58,Retail,,4,0,0,11,1,0
ACC-01013,Suspect,2026-04-17,136,Financial Services,36.3,4,0,0,2,0,0
ACC-01014,Prospect,2026-02-26,16,Manufacturing,19.7,1,0,0,7,3,0
ACC-01015,Former Customer,2026-02-16,21,Professional Services,,3,0,0,10,1,0
ACC-01016,Prospect,2026-03-03,680,Retail,,0,1,1,3,0,0
ACC-01017,Prospect,2026-03-17,90,Software,50.5,0,0,0,10,1,0
ACC-01018,Suspect,2025-01-21,43,Manufacturing,19.6,0,0,0,6,0,0
ACC-01022,Prospect,2026-06-07,57,Retail,,2,0,0,0,0,0
ACC-01023,Former Customer,2025-06-30,20,Manufacturing,,3,0,0,8,3,0
ACC-01024,Former Customer,2026-04-20,43,Software,,0,0,0,7,5,0
ACC-01028,Prospect,2026-04-08,56,Software,10.2,0,0,0,3,0,0
ACC-01029,Prospect,2025-10-09,99,Retail,11.4,1,0,0,6,3,0
ACC-01030,Prospect,2025-01-30,37,Professional Services,57.3,6,0,0,0,0,0
ACC-01031,Prospect,2025-01-15,127,Financial Services,20.1,0,1,0,5,5,0
ACC-01032,Former Customer,2026-03-04,91,Software,46.6,0,0,0,8,2,0
ACC-01034,Former Customer,2025-04-27,16,Retail,,2,0,0,4,0,0
ACC-01035,Suspect,2026-03-12,121,Professional Services,37.8,0,0,0,5,3,0
ACC-01036,Suspect,2025-05-20,84,Professional Services,20.4,1,0,0,9,4,0
ACC-01037,Suspect,2025-04-19,539,Professional Services,,0,0,0,9,0,0
ACC-01039,Former Customer,2026-04-30,32,Software,,1,0,0,0,3,0
ACC-01040,Suspect,2025-08-19,105,Manufacturing,,4,0,0,0,4,0
ACC-01041,Suspect,2025-02-17,133,Financial Services,,5,0,0,3,0,0
ACC-01042,Former Customer,2026-02-11,5,Software,83.3,2,0,0,0,5,0
ACC-01044,Prospect,2026-01-07,469,Manufacturing,21.9,1,0,0,0,0,0
ACC-01046,Suspect,2025-12-23,60,Financial Services,8.1,0,1,4,0,0,0
ACC-01047,Suspect,2025-06-02,48,Software,3.6,0,0,0,3,4,0
ACC-01048,Suspect,2025-09-01,64,Healthcare,6.0,0,0,0,8,3,0
ACC-01049,Prospect,2025-01-28,68,Software,64.2,1,0,0,5,0,0
ACC-01050,Suspect,2026-02-08,67,Manufacturing,,2,0,0,0,1,0
ACC-01051,Prospect,2026-01-04,119,Retail,40.3,0,1,2,0,0,1
ACC-01052,Prospect,2025-11-05,138,Professional Services,,0,0,0,13,5,0
ACC-01053,Former Customer,2025-07-07,64,Retail,58.5,3,0,0,5,1,0
ACC-01054,Suspect,2026-02-19,120,Financial Services,,2,0,0,3,2,0
ACC-01055,Prospect,2024-12-31,707,Manufacturing,38.2,2,1,0,1,0,0
ACC-01056,Prospect,2026-04-25,30,Software,,0,0,0,0,0,0
ACC-01057,Suspect,2025-06-05,6,Software,,0,0,0,5,0,0
ACC-01058,Prospect,2025-04-02,143,Manufacturing,5.4,0,0,0,1,1,0
ACC-01059,Prospect,2026-02-27,42,Professional Services,18.8,4,0,0,5,0,0
ACC-01060,Prospect,2026-05-21,15,Professional Services,38.6,3,0,0,5,1,0
ACC-01061,Former Customer,2026-05-31,68,Manufacturing,5.2,0,0,0,1,1,0
ACC-01062,Prospect,2026-03-08,196,Software,22.2,2,0,0,0,6,0
ACC-01063,Suspect,2026-06-22,26,Professional Services,44.0,2,0,0,0,6,0
ACC-01065,Prospect,2025-08-18,24,Healthcare,27.7,0,0,0,14,0,0
ACC-01066,Former Customer,2026-01-09,113,Software,,3,1,6,6,0,0
ACC-01067,Prospect,2025-12-05,366,Software,65.6,1,0,0,7,0,0
ACC-01068,Suspect,2025-10-26,19,Retail,4.3,2,1,0,4,3,0
ACC-01069,Prospect,2026-04-21,34,Manufacturing,,1,0,0,0,0,0
ACC-01070,Prospect,2026-03-01,242,Professional Services,,0,0,0,0,0,0
ACC-01071,Prospect,2025-04-05,18,Healthcare,19.8,0,0,0,0,4,0
ACC-01072,Suspect,2026-02-20,15,Healthcare,40.2,2,0,0,8,2,1
ACC-01074,Suspect,2025-02-14,15,Software,,4,0,0,0,1,0
ACC-01075,Suspect,2026-02-09,5,Healthcare,13.8,3,0,0,0,0,0
ACC-01076,Suspect,2025-10-07,18,Retail,34.8,0,1,2,0,4,0
ACC-01077,Suspect,2025-09-09,22,Retail,28.0,6,0,0,7,0,0
ACC-01078,Suspect,2025-07-14,36,Professional Services,,0,0,0,10,3,0
ACC-01079,Former Customer,2025-07-21,21,Software,,1,0,0,3,5,0
ACC-01080,Former Customer,2025-12-20,4,Software,13.1,2,0,0,2,4,0
ACC-01081,Prospect,2025-05-07,149,Professional Services,38.1,3,0,0,1,0,0
ACC-01082,Prospect,2025-05-05,57,Software,,0,0,0,1,4,0
ACC-01083,Suspect,2025-03-27,29,Healthcare,,0,0,0,2,0,0
ACC-01084,Prospect,2025-09-21,282,Healthcare,43.6,4,0,0,3,0,0
ACC-01085,Prospect,2025-04-05,7,Professional Services,,2,0,0,0,0,0
ACC-01086,Suspect,2025-04-18,117,Software,15.2,1,0,0,5,1,0
ACC-01087,Former Customer,2025-02-02,603,Retail,23.6,1,1,0,6,0,0
ACC-01088,Suspect,2026-01-19,157,Professional Services,19.3,0,0,0,3,0,0
ACC-01089,Former Customer,2026-01-26,50,Retail,,0,0,0,0,0,0
ACC-01090,Prospect,2026-05-23,9,Manufacturing,23.7,1,0,0,0,6,0
ACC-01093,Former Customer,2025-03-09,81,Software,42.3,4,0,0,6,4,0
ACC-01094,Prospect,2025-05-17,17,Financial Services,,2,0,0,0,4,0
ACC-01095,Prospect,2025-09-09,196,Financial Services,65.2,0,0,0,4,0,0
ACC-01096,Prospect,2025-02-17,97,Healthcare,50.3,1,0,0,4,0,0
ACC-01097,Prospect,2026-06-23,19,Software,10.6,0,1,2,5,3,0
ACC-01098,Prospect,2025-03-09,84,Professional Services,42.3,3,0,0,6,0,0
ACC-01099,Prospect,2025-08-10,46,Healthcare,40.8,0,0,0,6,0,0
ACC-01101,Prospect,2026-06-29,90,Software,24.8,0,0,0,0,1,0
ACC-01103,Suspect,2025-05-03,132,Software,,0,0,0,0,0,0
ACC-01104,Prospect,2025-03-14,1469,Healthcare,,4,0,0,0,1,0
ACC-01105,Prospect,2025-12-24,20,Retail,70.6,0,0,0,0,3,0
ACC-01106,Prospect,2025-05-23,108,Retail,14.0,2,0,0,0,3,0
ACC-01107,Former Customer,2026-02-19,24,Professional Services,,0,0,0,0,0,0
ACC-01108,Prospect,2026-01-03,93,Professional Services,19.7,3,0,0,3,5,0
ACC-01109,Suspect,2026-01-02,86,Healthcare,,0,0,0,5,0,0
ACC-01110,Prospect,2026-01-09,75,Manufacturing,,0,0,0,1,0,0
ACC-01112,Prospect,2024-09-22,249,Retail,27.7,0,0,0,0,0,0
ACC-01113,Former Customer,2026-05-07,33,Software,,0,0,0,7,5,0
ACC-01114,Suspect,2025-09-21,58,Professional Services,25.2,3,0,0,4,3,0
ACC-01115,Suspect,2025-12-13,30,Software,30.7,0,0,0,1,3,0
ACC-01116,Prospect,2026-02-24,40,Professional Services,,5,0,0,6,0,0
ACC-01117,Suspect,2026-03-12,206,Manufacturing,16.0,0,1,0,6,2,0
ACC-01118,Former Customer,2024-10-19,356,Manufacturing,14.1,2,1,4,0,0,0
ACC-01119,Prospect,2026-02-10,156,Financial Services,15.1,2,1,0,2,0,0
ACC-01120,Former Customer,2026-05-09,39,Retail,30.9,1,0,0,7,0,0
ACC-01121,Suspect,2025-01-30,158,Healthcare,,2,0,0,1,2,0
ACC-01122,Former Customer,2026-02-27,24,Professional Services,7.0,3,0,0,3,2,0
ACC-01123,Prospect,2025-07-16,170,Manufacturing,4.0,3,0,0,1,5,0
ACC-01124,Prospect,2025-09-20,56,Financial Services,,0,0,0,0,6,0
ACC-01125,Suspect,2025-02-02,15,Retail,,1,0,0,0,2,0
ACC-01126,Prospect,2025-11-30,90,Healthcare,,0,0,0,1,0,1
ACC-01127,Prospect,2026-01-19,116,Financial Services,,1,0,0,0,2,0
ACC-01130,Suspect,2025-07-08,420,Manufacturing,47.4,1,0,0,0,2,0
ACC-01131,Suspect,2025-11-05,39,Financial Services,40.0,0,0,0,0,0,0
ACC-01132,Prospect,2026-03-18,109,Healthcare,46.9,1,0,0,3,2,0
ACC-01133,Former Customer,2025-11-09,515,Professional Services,53.2,2,0,0,0,0,0
ACC-01134,Prospect,2026-02-13,3,Software,14.1,1,0,0,5,2,0
ACC-01136,Former Customer,2025-05-29,67,Manufacturing,22.2,0,0,0,1,0,0
ACC-01137,Prospect,2025-08-31,39,Healthcare,,3,0,0,0,1,0
ACC-01138,Prospect,2026-04-04,48,Financial Services,,0,1,3,2,1,0
ACC-01139,Suspect,2026-05-23,127,Healthcare,18.7,3,0,0,0,0,0
ACC-01140,Prospect,2025-07-02,16,Retail,49.1,0,0,0,0,0,0
ACC-01141,Prospect,2025-05-06,47,Professional Services,17.7,1,0,0,0,1,0
ACC-01142,Suspect,2026-03-17,19,Retail,74.4,0,0,0,0,1,0
ACC-01143,Prospect,2026-02-09,538,Software,35.9,2,1,5,0,2,1
ACC-01146,Prospect,2025-07-14,184,Healthcare,18.1,1,0,0,0,4,1
ACC-01147,Prospect,2025-08-07,29,Healthcare,53.8,0,0,0,0,0,0
ACC-01148,Suspect,2024-10-04,283,Financial Services,39.6,0,0,0,0,5,0
ACC-01149,Prospect,2025-12-27,55,Software,,2,0,0,4,4,0
ACC-01150,Prospect,2025-08-09,112,Retail,16.8,0,0,0,11,0,0
ACC-01152,Prospect,2025-10-17,432,Manufacturing,17.0,4,0,0,0,4,0
ACC-01153,Suspect,2026-02-06,21,Healthcare,,0,0,0,0,0,0
ACC-01154,Prospect,2025-09-11,57,Healthcare,30.2,2,0,0,0,4,0
ACC-01156,Prospect,2026-01-26,31,Professional Services,,3,0,0,0,0,0
ACC-01158,Prospect,2025-05-03,4,Retail,33.1,0,0,0,0,0,0
ACC-01159,Suspect,2026-05-22,20,Software,,4,0,0,1,3,0
ACC-01160,Suspect,2025-07-25,150,Healthcare,,3,0,0,2,0,0
ACC-01161,Prospect,2025-11-07,192,Financial Services,44.0,0,1,3,8,4,0
ACC-01162,Prospect,2025-02-28,207,Manufacturing,5.1,3,0,0,9,0,1
ACC-01163,Prospect,2025-07-04,40,Manufacturing,,2,0,0,1,3,0
ACC-01166,Suspect,2026-01-12,34,Software,21.7,0,0,0,0,0,0
ACC-01167,Suspect,2026-04-07,24,Retail,,2,1,0,2,0,0
ACC-01169,Prospect,2025-03-16,370,Software,40.6,0,0,0,2,0,0
ACC-01170,Suspect,2026-01-06,380,Healthcare,40.9,0,0,0,2,2,0
ACC-01171,Prospect,2025-11-28,55,Software,,3,0,0,7,2,0
ACC-01172,Prospect,2025-05-13,68,Manufacturing,31.6,0,0,0,4,1,0
ACC-01173,Prospect,2025-01-29,4,Healthcare,28.6,2,0,0,2,0,0
ACC-01174,Prospect,2025-11-17,45,Software,13.0,0,0,0,0,0,0
ACC-01175,Prospect,2026-03-18,140,Professional Services,38.1,0,0,0,8,0,0
ACC-01176,Prospect,2025-12-01,20,Manufacturing,25.9,2,0,0,3,2,0
ACC-01180,Former Customer,2025-10-28,176,Professional Services,15.0,0,0,0,4,0,0
ACC-01181,Prospect,2025-08-03,130,Software,,3,0,0,1,3,0
ACC-01182,Prospect,2026-05-10,48,Professional Services,35.2,2,0,0,3,0,0
ACC-01183,Prospect,2026-02-10,218,Healthcare,,0,1,4,1,0,0
ACC-01184,Prospect,2025-09-13,16,Retail,33.1,0,0,0,4,0,0
ACC-01186,Suspect,2026-03-08,128,Software,22.0,2,0,0,3,0,0
ACC-01187,Suspect,2026-07-17,20,Financial Services,,1,0,0,5,0,0
ACC-01188,Suspect,2026-03-24,93,Software,,2,0,0,0,0,0
ACC-01189,Former Customer,2025-10-30,69,Retail,17.8,0,0,0,4,0,0
ACC-01190,Prospect,2025-05-05,30,Software,23.7,0,1,0,8,0,0
ACC-01191,Prospect,2025-01-20,67,Software,12.9,0,0,0,2,0,1
ACC-01194,Prospect,2026-03-10,22,Software,,0,1,2,1,0,0
ACC-01195,Suspect,2025-07-22,22,Retail,44.2,0,0,0,2,2,0
ACC-01196,Suspect,2026-03-21,13,Manufacturing,,2,0,0,0,3,0
ACC-01197,Prospect,2026-01-11,90,Healthcare,3.4,0,0,0,2,0,0
ACC-01198,Prospect,2026-02-17,81,Software,11.2,2,0,0,3,4,0
ACC-01199,Prospect,2026-05-27,75,Software,30.4,4,1,2,0,4,0
ACC-01200,Prospect,2026-05-18,27,Software,3.0,4,0,0,1,0,0
ACC-01202,Suspect,2025-06-22,212,Software,,0,0,0,0,0,0
ACC-01203,Prospect,2025-12-08,28,Professional Services,,3,0,0,4,0,1
ACC-01204,Prospect,2025-11-01,175,Healthcare,23.1,0,0,0,0,0,0
ACC-01205,Former Customer,2025-09-01,27,Software,29.8,1,0,0,0,2,1
ACC-01206,Prospect,2026-02-05,76,Retail,,0,0,0,2,0,0
ACC-01207,Prospect,2025-10-12,276,Retail,20.1,0,0,0,1,1,0
ACC-01209,Suspect,2025-07-25,53,Manufacturing,,1,0,0,0,0,0
ACC-01210,Suspect,2026-06-05,195,Professional Services,21.7,1,0,0,3,0,0
ACC-01211,Suspect,2025-07-28,112,Software,35.7,0,0,0,7,0,0
ACC-01213,Prospect,2025-09-10,45,Healthcare,,0,0,0,0,2,0
ACC-01215,Former Customer,2025-09-01,70,Retail,21.1,1,0,0,5,2,0
ACC-01216,Former Customer,2025-09-29,54,Healthcare,,2,0,0,4,1,0
ACC-01217,Prospect,2025-09-02,89,Software,51.2,0,0,0,4,0,0
ACC-01218,Prospect,2026-02-02,37,Software,,1,0,0,2,0,0
ACC-01219,Former Customer,2025-12-23,146,Retail,,1,0,0,9,0,0
ACC-01220,Former Customer,2026-02-27,54,Professional Services,,0,0,0,8,2,0
ACC-01221,Suspect,2025-09-29,236,Healthcare,,1,0,0,4,1,0
ACC-01222,Prospect,2026-05-12,18,Healthcare,,1,0,0,0,1,0
ACC-01223,Suspect,2026-01-29,168,Software,36.5,0,0,0,0,0,0
ACC-01224,Suspect,2026-02-01,5,Manufacturing,,0,0,0,13,1,0
ACC-01226,Suspect,2025-06-17,873,Software,32.9,0,1,2,10,0,0
ACC-01228,Prospect,2025-08-04,134,Software,,3,0,0,0,5,0
ACC-01230,Prospect,2025-02-01,145,Professional Services,7.0,0,1,1,0,1,0
ACC-01231,Former Customer,2026-02-10,161,Software,22.8,0,0,0,4,4,1
ACC-01232,Former Customer,2026-02-22,80,Software,7.8,1,0,0,0,0,0
ACC-01233,Prospect,2026-01-20,9,Healthcare,,1,0,0,8,0,0
ACC-01234,Suspect,2025-11-19,45,Financial Services,38.4,0,0,0,0,0,1
ACC-01236,Prospect,2025-08-24,125,Retail,,0,0,0,3,1,0
ACC-01237,Prospect,2025-10-06,19,Retail,16.3,3,0,0,9,0,0
ACC-01238,Suspect,2026-02-05,43,Software,,3,0,0,0,3,0
ACC-01239,Prospect,2026-04-22,232,Professional Services,,2,0,0,0,0,0
ACC-01240,Suspect,2025-01-11,41,Software,,0,0,0,9,1,0
ACC-01241,Former Customer,2025-12-08,1027,Software,,1,0,0,6,2,0
ACC-01242,Prospect,2025-12-19,46,Healthcare,62.3,3,0,0,9,1,0
ACC-01243,Prospect,2026-01-29,38,Professional Services,16.3,1,1,2,1,1,0
ACC-01244,Prospect,2025-09-18,58,Healthcare,,1,0,0,7,1,0
ACC-01245,Prospect,2026-02-05,36,Healthcare,,0,1,2,5,1,0
ACC-01246,Prospect,2025-12-17,69,Software,,0,0,0,3,4,0
ACC-01247,Former Customer,2025-04-16,28,Professional Services,54.9,0,0,0,4,6,0
ACC-01248,Suspect,2025-11-05,71,Professional Services,,2,0,0,4,1,0
ACC-01249,Suspect,2025-01-19,177,Manufacturing,,4,0,0,7,0,0
ACC-01250,Prospect,2025-08-13,36,Professional Services,27.0,3,0,0,9,2,0
ACC-01251,Prospect,2025-04-23,26,Healthcare,23.5,1,0,0,4,3,0
ACC-01252,Prospect,2025-10-20,27,Retail,,2,0,0,0,2,0
ACC-01253,Prospect,2026-04-30,135,Healthcare,14.6,0,1,2,0,2,0
ACC-01254,Prospect,2026-04-05,40,Healthcare,,1,0,0,2,3,0
ACC-01255,Prospect,2025-10-10,20,Professional Services,,0,0,0,2,2,0
ACC-01256,Suspect,2026-05-14,17,Healthcare,20.1,3,1,0,0,2,0
ACC-01258,Prospect,2026-01-03,68,Retail,28.5,2,0,0,1,0,0
